ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (g),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position
588,simple,,Sữa Bột Aptamil Số 1 (900g),1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,505000,Dinh dưỡng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/ts/product/42/8b/a7/52dae142f3d224cb3a430fd9e89d2223.jpg,,,,,,,,,0
589,simple,,Sữa Bột Aptamil Số 2 (900g),1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,555000,Dinh dưỡng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/ts/product/88/4d/b5/9ff08f422d6b03a05c40375931db9078.jpg,,,,,,,,,0
590,simple,,Sữa Bột Aptamil Số 3 (900g),1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,520000,Dinh dưỡng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/ts/product/34/bd/88/c3fd4b923bf15f4a199df6cce2f09c7f.jpg,,,,,,,,,0
591,simple,,Sữa Morinaga Số 2 - Chilmil (850g),1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,450000,Dinh dưỡng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/ts/product/67/9a/70/7ec8a2bae19b727ee47021c13db2f1f3.jpg,,,,,,,,,0
592,simple,,Sữa Bột Abbott Similac Eye-Q2 (400g),1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,250000,Dinh dưỡng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/ts/product/92/d5/4f/4dbec1a0e6826196adcc5f49fcd63f5b.jpg,,,,,,,,,0
593,simple,,Sữa Bột Abbott Similac Eye-Q4 (1.7kg),1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,661000,Dinh dưỡng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/ts/product/73/aa/6b/2f1fa3207c1ee8268f5f6633e79d098d.jpg,,,,,,,,,0
594,simple,,Sữa Bột Abbott Similac IQ4 (900g),1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,419000,Dinh dưỡng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/ts/product/b9/76/11/40861b3f9d3bc1bfbc93d2287e41465a.jpg,,,,,,,,,0
595,simple,,Lốc 4 Hộp Sữa Công Thức Pha Sẵn Abbott Similac Eye-Q4 (180ml / Hộp),1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,68000,Dinh dưỡng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/ts/product/4e/7f/38/34babf11086ede094f65040c6ed967b4.jpg,,,,,,,,,0
596,simple,,Sữa Bột Abbott Similac Eye-Q3 (900g),1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,442000,Dinh dưỡng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/ts/product/91/05/27/9466a159e40b7a88c65112fc0998de4b.jpg,,,,,,,,,0
597,simple,,Sản Phẩm Dinh Dưỡng Nestle Nutren Junior (800g),1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,530000,Dinh dưỡng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/ts/product/1c/05/00/a66be6a0e5df00ffa8e7c719a5443a3e.jpg,,,,,,,,,0
598,simple,,Sản Phẩm Dinh Dưỡng Nestle Nutren Junior (400g),1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,310000,Dinh dưỡng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/ts/product/97/3f/80/0f705899d611be10de4e252cc2aa5127.jpg,,,,,,,,,0
599,simple,,Bánh Ăn Dặm Nestlé CERELAC Nutripuffs Vị Chuối Dâu - Gói 50g,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,45000,Dinh dưỡng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/ts/product/81/64/32/dfaaf044046e2b3daa44e14f75beee01.jpg,,,,,,,,,0
600,simple,,Bột Ăn Dặm Nestlé Cerelac - Gạo Sữa Dinh Dưỡng (200g),1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,53000,Dinh dưỡng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/ts/product/4f/86/b7/c97251ccec31ee890e5a0fe11efca298.jpg,,,,,,,,,0
601,simple,,Bánh Ăn Dặm Nestlé CERELAC Nutripuffs Vị Chuối Cam - Gói 50g,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,40000,Dinh dưỡng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/ts/product/5e/2b/da/326b7f40f5808dd96e48bdb3c9c34acb.jpg,,,,,,,,,0
602,simple,,Bột Ăn Dặm Nestle Cerelac - Gà Hầm Cà Rốt (200g),1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,65000,Dinh dưỡng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/ts/product/8b/8c/68/b5f703a583e96d238e17717029ab515c.jpg,,,,,,,,,0
603,simple,,Bột Ăn Dặm Nestle Cerelac - Rau Xanh Và Bí Đỏ (200g),1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,58000,Dinh dưỡng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/ts/product/e5/26/3f/b56e95d2a48879d02fa077deaeaf0fde.jpg,,,,,,,,,0
604,simple,,Sữa Bột Wakodo Lebens Kids 850g,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,436000,Dinh dưỡng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/media/catalog/product/4/9/4987244181459_1.u2442.d20170223.t115100.850285.jpg,,,,,,,,,0
605,simple,,Bánh Quy Phô Mai Que Wakodo AO13 (50g),1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,69000,Dinh dưỡng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/ts/product/b6/20/cd/47a6f2e080e0bd033cc8978ea29fbec5.jpg,,,,,,,,,0
606,simple,,Sữa Wakodo Lebens 2 - LXU12 (850g),1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,479000,Dinh dưỡng cho bé,,,https://vcdn.tikicdn.com/cache/550x550/ts/product/cf/5b/01/5ad73971f50f9c58ce219492bcb057e1.jpg,,,,,,,,,0
607,simple,,Bánh Quy Hình Que Chứa Sắt Wakodo A07 (34.4g),1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,69000,Dinh dưỡng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/ts/product/bf/e8/72/9e8ba370c649dd251b33720b903139a4.jpg,,,,,,,,,0
608,simple,,Bánh Quy Hình Thú Wakodo AO12 (34.5g),1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,69000,Dinh dưỡng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/ts/product/1a/26/32/4e0e683df0f27e7003e24206a867f6c4.jpg,,,,,,,,,0
609,simple,,Bánh Ăn Dặm Gerber Vị Dâu Táo (42g),1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,68000,Dinh dưỡng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/ts/product/9d/7a/97/9413be1da60188960c7b763af63794e1.jpg,,,,,,,,,0
610,simple,,Bánh Ăn Dặm Gerber Vị Việt Quất (42g),1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,68000,Dinh dưỡng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/ts/product/e4/fb/d7/cb0ec5fc7a2377a253c92ef8e16007a4.jpg,,,,,,,,,0
611,simple,,Bánh Ăn Dặm Gerber Vị Chuối (42g),1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,68000,Dinh dưỡng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/ts/product/32/32/10/16b1cc7bd6e3343d1834bb2641ada669.jpg,,,,,,,,,0
612,simple,,Sữa Bột Abbott Grow School G-Power Vanilla GSGM Dành Cho Trẻ Từ 6 Tuổi Trở Lên (900g),1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,373000,Dinh dưỡng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/ts/product/07/f9/23/4d0af96a9cd2538120978ae76e7300cf.jpg,,,,,,,,,0
613,simple,,Lốc 4 Hộp Sữa Công Thức Pha Sẵn Abbott Grow Gold Hương Vani (180ml),1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,58000,Dinh dưỡng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/media/catalog/product/5/0/5099864008654_2-u2442-d20160718-t095110.u3075.d20170223.t115305.541904.jpg,,,,,,,,,0
614,simple,,Sữa Bột Abbott Grow G-Power Vanilla GGL Dành Cho Trẻ Từ 3 - 6 Tuổi (1700g),1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,623000,Dinh dưỡng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/ts/product/6f/b9/d7/977fc1e766c309ecb4ad1aa40773095c.jpg,,,,,,,,,0
615,simple,,Túi Nhai Chống Hóc Plus Kidsme 160361LI (Size XL) – Xanh Lá,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,308000,Đồ dùng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/media/catalog/product/1/6/160361%20-2.u2442.d20160422.t173824.jpg,,,,,,,,,0
616,simple,,Bộ Lược Cho Bé Kidsme 130078 – Vàng,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,139000,Đồ dùng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/media/catalog/product/b/o/bo-luoc-lam-dep-cho-be-kidsme%20(1).u2442.d20160424.t014004.jpg,,,,,,,,,0
617,simple,,Kéo Cắt Thức Ăn Kidsme,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,214000,Đồ dùng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/media/catalog/product/m/_/m_u_t_m-1_3.jpg,,,,,,,,,0
618,simple,,Hộp Chia Sữa 3 Ngăn Kidsme 160150,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,158000,Đồ dùng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/media/catalog/product/1/6/160150-2.jpg,,,,,,,,,0
619,simple,,Bình Bóp Thức Ăn Chống Hóc Kidsme 160378LI - Cam Xanh,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,373000,Đồ dùng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/media/catalog/product/1/6/160378li.u2442.d20160510.t102104.jpg,,,,,,,,,0
620,simple,,Dung Dịch Giặt Quần Áo Cho Bé D-Nee - Chai 3000ml (Xanh),1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,165000,Đồ dùng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/ts/product/37/0b/bc/bae97558783dae8f73219112f4256abc.jpg,,,,,,,,,0
621,simple,,Dung Dịch Giặt Quần Áo Cho Bé D-Nee - Chai 3000ml (Tím),1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,165000,Đồ dùng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/ts/product/a1/89/70/5e818a2a8a3e3696073f46df6a449bbe.jpg,,,,,,,,,0
622,simple,,Nước Rửa Bình Sữa D-nee - Chai 500ml,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,72000,Đồ dùng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/media/catalog/product/8/8/8851989060248_1.u2442.d20160912.t114818.95968.jpg,,,,,,,,,0
623,simple,,Dung Dịch Tắm Gội Toàn Thân Cho Bé Dưới 3 Tuổi D-nee - Chai 200ml (Xanh Lá),1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,48000,Đồ dùng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/media/catalog/product/8/8/8851989060378_1.u2442.d20160912.t135128.762214_1.jpg,,,,,,,,,0
624,simple,,Núm Ty Farlin Vô Trùng Dùng Cho Bình Cổ Rộng P-3L (L),1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,104000,Đồ dùng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/media/catalog/product/p/-/p-3.jpg,,,,,,,,,0
625,simple,,Bộ Kéo Cắt Tóc An Toàn Farlin - BF-153,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,428000,Đồ dùng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/media/catalog/product/b/f/bf-153.jpg,,,,,,,,,0
626,simple,,Mũ Chắn Nước Khi Gội Đầu Cho Bé Farlin - BF-304 (Giao Màu Ngẫu Nhiên),1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,86000,Đồ dùng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/ts/product/5a/e3/b6/5b3f05401bf6458689ce7369f7ad4cc7.jpg,,,,,,,,,0
627,simple,,Thìa Cảm Ứng Nhiệt Silicone Upass UP3021N (Xanh),1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,43000,Đồ dùng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/ts/product/e9/2d/e8/099ce0b3f5cfa11bfa301a8be0245410.jpg,,,,,,,,,0
628,simple,,Thìa Ăn Dặm Silicone Upass UP3017N (Xanh Lá),1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,36000,Đồ dùng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/ts/product/9d/0d/8e/f9801eceda8e7801bbcdf41a82cfc3b5.jpg,,,,,,,,,0
629,simple,,Bình Uống Nước Có Ống Hút Upass UP0090N (Xanh),1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,72000,Đồ dùng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/ts/product/f4/35/e7/897d5122ffc9c304d108e686baed956f.jpg,,,,,,,,,0
630,simple,,Bộ Dụng Cụ Chăm Sóc Móng Tay Cho Bé Upass UP4007N - Xanh,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,49000,Đồ dùng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/ts/product/d7/70/3c/af0447ed151ce2907f3ddada3cc69739.jpg,,,,,,,,,0
631,simple,,Hút Mũi Dây Cao Cấp Cho Bé Upass UP1008CX - Xanh,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,76000,Đồ dùng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/media/catalog/product/1/0/1008cb-4.u2442.d20160510.t141938.jpg,,,,,,,,,0
632,simple,,Ty Ngậm Ban Đêm Philips Avent (Phát Sáng Về Đêm) - 176.22,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,221000,Đồ dùng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/media/catalog/product/s/c/scf176.22.jpg,,,,,,,,,0
633,simple,,Bình Sữa PP Philips Avent SCF560/17 - 125ml,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,194000,Đồ dùng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/media/catalog/product/s/c/scf680-17_2.jpg,,,,,,,,,0
634,simple,,Bình Tập Uống Trực Tiếp Philips Avent 784.00,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,311000,Đồ dùng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/media/catalog/product/s/c/scf784.00.jpeg,,,,,,,,,0
635,simple,,Máy Hút Sữa Bằng Điện Đôi Philips Avent SCF303/01 - Trắng,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,6590000,Đồ dùng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/ts/product/e6/60/ff/3872a1136d9b1ff3bfbfcd73511796e2.jpg,,,,,,,,,0
636,simple,,Bình Sữa Nhựa PES Cổ Rộng Kuku KU5853A (300ml) - Hồng,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,186000,Đồ dùng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/media/catalog/product/k/u/ku5853-p.u2442.d20160719.t163634.jpg,,,,,,,,,0
637,simple,,Set 2 Cây Ráy Tai Cho Bé Kuku KU3020,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,49000,Đồ dùng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/media/catalog/product/k/u/kuku1.u2442.d20161109.t120939.955033.jpg,,,,,,,,,0
638,simple,,Bộ 36 Miếng Lót Thấm Sữa Kuku KU5460,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,109000,Đồ dùng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/media/catalog/product/5/4/5460.jpg,,,,,,,,,0
639,simple,,Bộ 36 Miếng Lót Thấm Sữa Kuku KU5421,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,99000,Đồ dùng cho bé,,,https://vcdn.tikicdn.com/cache/550x550/media/catalog/product/k/u/ku5421_34.jpg,,,,,,,,,0
640,simple,,Đai Đỡ Bụng Bà Bầu Kuku S7504,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,302000,Đồ dùng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/media/catalog/product/s/7/s7504.jpg,,,,,,,,,0
641,simple,,Đũa Tập Ăn Cho Bé KuKu KU3012,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,35000,Đồ dùng cho bé,,,https://vcdn.tikicdn.com/cache/w1200/media/catalog/product/3/0/3012-1_1.jpg,,,,,,,,,0
